id_production_companies,name_production_companies
68746,Charles Chauvel Productions
26716,Hopscotch Productions
12976,Shadow Shows
84194,Luminosity Media
2929,Filmquest Pictures
11112,Arcade Pictures
4228,Scranton/Lacy Films
6663,C-Films Ag
76866,North American Film Enterprises
22784,Wtfilms
72448,Peace Arch Films
5005,Bedlam Productions
49619,Estrella Productions
94027,Dow Chemical Company
15829,Pacific Standard
15116,Norman Stephens Productions
70142,Echowolf Productions
55424,Irish Film Industry
7580,Kanbar Entertainment
1235,Neue Visionen
260,Heritage Films
37129,Wellingmax
12905,Corona Pictures
79916,Demarest Media
2169,Magnolia Filmproduktion
2730,Motown Productions
1322,C.V. Whitney Pictures
2754,Plug Music
44602,Canal+ France
93020,Time Movies
89864,Film International Rotterdam
23480,Wong Jing'S Workshop
14937,Icelandic Film
6447,Ragewar Productions
11404,Stanley Donen Films
73876,Ö Filmproduktion
48491,Lloyd Hamilton Corporation
45986,Drexel Productions
81293,Internazionale Nembo Distribuzione Importazione Esportazione Film
6175,Ram Films Inc.
8468,Jba Production
669,Reposado Producciones
36685,Bottom Line Entertainment
2775,American Eagle
64054,Fool'S Film
1152,Independent Television Service
11491,Are You Experienced?
51192,Black Light District
5907,Ags Entertainment
37153,Neway Star Pictures
39708,Mirabelle Pictures
4026,Emote Productions
38675,Kinowelttv
73059,Ten In A Car Productions
40329,Child'S Will Productions
30241,Atomfilms
94943,Beijing Zhongbo-Times Film Planning
12767,Pac
17619,Atlas Film
77943,Hollywood Pictures Corporation (Ii)
5496,Cinezeta
17379,Coup D'Etat Films
84516,Les Films A4
26106,Refresh Production
2247,Clasart Film
74456,Home Media & Entertainment Fund
56434,John Flock Productions
19020,Ecole Nationale Supérieure Des Arts Décoratifs
9206,Zero Fiction Film
14534,Stromboli Films
3182,Iyara Films
37888,Elite Filmproduktion
1177,Rastar Films
16119,J.E. Films (Julian Esteban Films)
1784,Partizan
11732,Airborne Productions
20572,Mcmurdo (Canada) Productions
10544,Castilla Cooperativa Cinematográfica
26105,Radio-Televizija Federacije Bosne I Hercegovine (Rtvfbih)
55170,1201
54684,101St Street Films
4253,Don Carmody Productions
25766,Cine-Neighbor
10167,Gospel Of John Ltd.
28320,Rocket Pictures
86833,Dana Lustig Productions
56375,K&K Selekt
67988,Wv Films Llc
41639,Mindsmack Productions
22785,Valladares Films
52162,Magma Cine
6300,Septembre Productions
4865,Tyburn Film Productions Limited
7570,Videocine
6252,Shaftesbury Films
9077,Martien Holdings A.V.V.
48188,Transfilm
51081,Cascade Films
4322,Compound B
5356,Pierce-Williams Entertainment
58219,From Out Of Nowhere Productions
10069,"Afrodita Audiovisual, A.I.E."
18927,Front Row Media
18298,Videal Gmbh
11770,Liberty Films (Ii)
14728,Canary Films
63092,Lions Gate Enterntainment
11904,Digital Graphics
22879,Havana Nights Llc
16742,Telefónica Producciones
1298,Jouer Limited
88606,Vertical Entertainment
23192,Euroimages Fund Of The Council Of Europe
10566,Clipsal Films
58588,Ronnoco Productions
5248,V.I.P. Films
4697,Sunset Productions
54854,Langley Films
8580,Coração Da Selva
1140,Dare Mo Shiranai Seisaku Iinkai
42321,Black Entertainment Television (Bet)
14819,Asap Films
81997,Ren-Tv
94763,Transmundo Films
7949,Chris Sievernich Filmproduktion
53334,Archimede
3146,Starway International Inc.
57749,Mgm Global Holdings
12693,Les Films Agiman
6960,Moteur S'Il Vous Plaît
20951,Wonder Films
68110,Pixomondo Munich
4828,Film Columbus
15324,Primex Italiana
65514,Magnolia Films
22631,Tma-1 Productions
3440,Secret Society Films
21414,Feelgood Fiction
16798,Discovery Productions
84398,Tomson Films
31828,Avi Arad Productions
12648,Labyrinthe Films
54269,Golden Square Pictures
13358,Pin Hole Productions Llc
11786,Attercop Productions
21525,Institut Del Cinema Català (Icc)
23419,Mavrocine Pictures Gmbh & Co. Kg
1589,Pro7
84408,Star Film
69191,Magellan Films
33588,Action Concept Film- Und Stuntproduktion
22066,Emerald Peak Entertainment
86434,Kava Productions
34766,Musée Du Louvre
90850,Nimbus Iceland
65822,Michael Mann Productions
6542,Pricel
52066,Epicentral Studios
83194,Grainey Pictures
12557,Hélicotronc
41912,Magen Boys Entertainment
12724,Cinemec Produzione
48081,Ministry Of Culture Of The Russian Federation
10256,Disruption Entertainment
10319,Elgin International Films
92032,Fipco Productions
95940,Dream Cinema
33423,Cartoon Network
3968,John Woolf Productions
82620,Wood Entertainment
3027,Chaintron
49241,Daybreak
74459,Visualizer Film Company
6850,Saerom Entertainment
49068,2425 Films
73631,Globe Pictures Corp.
40891,Omnijoi Media
34558,Asahi Soft Drinks Company
8987,Bayerischer Banken-Fonds
72829,Thillaye Productions
75557,Films Kajoor
79351,Friend Of A Friend Films
28797,Expresso Films
50904,Interchange Productions
41762,Kinokompaniya Non-Stop Prodakshn
68860,Greenfox
50286,Broth Film
20103,Strela
6730,Individual Pictures
36124,Handprint Pictures And Essel
22385,Cine Nomine
5017,Mars Production Corporation
61202,Kick The Machine
23323,Most/Rice Films
23791,Sean Bailey Productions
23737,Storitel
2710,Prisma Film- Und Fernsehproduktion
6428,Loma Vista Productions
20809,Normal Life Productions
2822,Snl Studios
21917,Efish Entertainment
17136,L.B.Films International
72704,Silverapples Media
86906,Neo Motion Pictures
30533,Flashback Films
30116,City Entertainment
11305,Saban Brands
41542,Ironwood Gang Productions
91316,Almost Famous Film- Und Medienproduktion
7724,Red Bull Media House
3810,Joel Productions
33650,Naxos Film
37518,Red New Line
22065,Bo-Town Films
78070,Taormina Productions
36394,A. Ninety-Three Productions
37909,True Fiction Pictures
15121,Tymar Film Productions
5843,Renegade Pictures
50989,R.O.C.
2234,Baldwin Entertainment Group
12361,Crow Productions
25121,Mvl Incredible Productions
79791,Nice Guys
14914,Hbo Documentary
3128,Experiences Films
87259,Coldwater
79343,Vortex Sutra
1113,Les Films 21
7914,Epic Records
66030,Haut Et Court Distribution
19927,Government Of Malta
1096,Rich Pickings
73673,Participant Panamerica
517,Allied Artists
46405,Poznan Film Group
63642,Inaudible Films
5511,Sega
4917,Periscope Entertainment
31787,Creativity Capital
12407,Panache Productions
25060,Filmena
88025,Eadweard Pictures
12282,Elmer Enterprises
973,Immortal Entertainment
23946,Nederlandse Christelijke Radio-Vereniging (Ncrv)
14837,Lynx Films Ltd.
61085,Gea Cinematográfica
93204,Bonfilm
3550,Electronic Arts (Ea)
67995,Imedi Films
1782,Smoke House
7272,Micro Scope
49219,Y & M Productions
10634,O.P.E.R.A.
8006,Chez Wam
855,Titti Film
30692,Sony Pictures Imageworks (Spi)
12273,Sanford Productions (Iii)
20904,Deborah Perkin Media Ltd.
66897,International Pictures Two
7177,Item 7
67713,Parkes/Lasker Productions
52537,Athena Cinematografica
44259,Master Film
5013,Friland As
82831,De Sica Produzione
10723,American Documentaries Inc.
48126,Film Depot Pty. Ltd.
4286,Juno Pix
12421,Northern
33109,"Bil Productions, Llc"
54778,Viacom18 Motion Pictures
65786,Cold Beer Friday
63903,Fourth Kind Productions
31149,Provobis Film
14654,Emjag Productions
7417,Convergence Entertainment
41730,Elías Querejeta P.C.
94198,Pork Pie Productions
78138,Anhui Broadcasting Corp.
54944,Noori Pictures
16687,Film1
12274,Dore Schary Productions
28448,Cascadeur Filmproduktion Gmbh
4872,Kinoshita Management
14862,Washington Square Films
30834,Last Night Productions
2899,Revolver Pictures Co.
42648,Rosebud Films
7971,Sveriges Television
38955,Orpheus Films
12387,Tohokushinsha Film
34627,Burning Ships Productions
10847,Chromosom Filmproduktion
4638,Films Du Rond-Point
90117,Screen Artists
4907,Saigon1515 Productions
3606,Telecom Entertainment Inc.
4087,Titanus Produzione
10617,Bosna Film
59005,John Schneider'S Fairlight Films
11918,Animationsfabrik
55352,Vaishno Academy
2853,Czar
15455,Armian Pictures
76634,Huayi Brothers Media Corporation
16401,Aashirvad Cinemas
83688,Meridiano 89
84953,Club Des Investissments
15242,Kandor Productions
45228,The Company Of Artists
11445,Hank Levine Film
39734,Ketchup Entertainment
48441,Ktf Films
6338,Acolyte Films
10347,Lakeview Productions
3298,Harpo Films
5448,New Yorker Films
23386,Scatena & Rosner Films
30098,Les Films Paul Grimault
330,Fanes Film
2165,Balcor Film Investors
12178,Red Hour Films
15040,Novotny & Novotny Filmproduktion Gmbh
21098,Voices Of America
58225,Studio Filmowe Zebra
21514,Opposite Field Pictures
64732,Interzone Pictures
93157,Belén Films
6853,Kaijyu Theater
41606,Backrow Studios
15413,Ncrv
66899,Cronos Entertainment Aie
13389,Perfini
68621,St. Petersburg Clearwater Film Commission
23233,Woodcreek Faction Productions
40159,Good Times Films S.A.
84995,Devar Films
84521,Jam Films
15325,Nike Cinematografica
9968,Black Flag
2476,Carlton America
58950,Tajik Filmstudio
21786,Green Communications
47449,A.T.P.I.P. Producciones
47450,Latin Cinema Group
86000,Stella Street Ltd.
34478,Run Rabbit Run Media
6644,Lions Gate
66411,Space Shower Tv
13148,Silver Lining Film Group
23534,Amjo Productions
68129,Dream Company
18956,Samaritan Entertainment
13558,"Zespol Filmowy ""Plan"""
4586,Aspiration Films
28045,Gansis
700,Kanzaman S.A.
69791,P-R Productions Picture
4120,Access Motion Picture Group
48664,Scca / Pro.Ba
4539,Leon Fromkess-Sam Firks Productions
41355,Delirium
75857,Kohlmar-Sidney Productions
77235,Doxa Producciones
1142,C-Style
12651,Askania Media Filmproduktion Gmbh
784,Himenóptero
10567,Mutant Enemy Productions
76723,Call Of The Wild Productions
42877,"Yellow, Black & White"
1130,The Rank Organisation Film Productions
716,Standard Film Company
3735,Akkord Film Produktion Gmbh
26663,Zoetrope Studios
50248,Last British Dragon
62,The Selznik Studio
94953,Tag Spledour And Films
55870,60/80 Productions
46568,"Zespol Filmowy ""Perspektywa"""
25619,Gala Film Distribution
27084,Leeds/Ben-Ami Productions
12849,Gather Films
4929,Cita Films
32429,Lookout Entertainment
21881,Abduction Films
16055,Generalitat De Catalunya - Institut Català De Les Indústries Culturals (Icic)
13700,Mark Vii Ltd.
4372,Dash Films
17157,Funhouse Features
25701,Onset Films
5740,Metromedia Producers Corporation
89630,Forrest Films
15357,Prime Focus
25925,Media World Television
3196,Tezuka Production Company Ltd.
2400,Unidis
11236,Zentropa International Poland
23935,Terasource Venture Capital Co. Ltd
5305,Sunshine
22869,Defiant Pictures
23441,Les Productions Du Ch'Timi
8423,Compagnia Cinematografica Mondiale (Ccm)
4925,Plinyminor
37221,Feelgood Pictures
21274,Triluna Film Ag
70733,Tom De Mol Productions
2689,2 Entertain
22128,369 Productions
11144,Bobby Jones Films Llc
26947,Syndicate Films International
30943,Praesens-Film
42759,Wichita Films
2501,Mafilm Stúdió 1
78941,Arte / Cofinova 9
47351,M3
4542,Agamemnon Films
23654,Etch Media
1250,Euro-International Film
59967,Chesterfield Writer'S Film Project
2030,Participant Productions
50908,Trigger
15298,Malpaso Company
73526,Truthwillout Films
6410,Slovenská Televízia
34887,Amok Ii Productions
14877,Dor Film-West Produktionsgesellschaft
32731,Weekend Blockbusters
25526,Uncooperative Pictures
81129,Youngheart Productions
66911,Banger Films
34280,44Th Floor Productions
25577,Safehouse Pictures
83338,Muse Entertainment
74624,Yari Film Group (Yfg)
60305,Hollywood Star Pictures
20729,Candleridge Entertainment
4311,Sri Surya Movies
4264,Northcroft Films
17662,Samuel Fuller Productions
10369,Break Thru Films
19104,프로덕션M
1301,Joseph M. Singer Entertainment
7140,Lakshmi Movie Makers
15042,Gun For Hire Films
60546,Rcs
16267,Utópica
31892,Loew'S Incorporated
9050,Bbc Natural History Unit
26204,Lee Caplin / Picture Entertainment
75390,I/O Post
2675,La Parti Productions
1052,Darkfibre Entertainment Ltd.
70196,Frenzy Films
5922,Nicetop Independent
6196,Carnival Films
9220,Trébol Films C.C.
19934,Motion Picture Kappa Produktionsgesellschaft
4333,Burns Film Ltd.
45358,Merced Media Partners
37432,Bow And Arrow Entertainment
74880,Lithuanian Film Studios
95393,Åke Lindman Film-Productions
14771,Robertson And Associates
8412,Group W
18588,Motion Picture Public Foundation Of Hungary
21067,Arrival Pictures
2262,Silver Nitrate Films
6022,Atc 3000
74203,Glasgow Youth Theatre
36065,Labor 13 Films
39526,Woodward Productions
79076,Studio Image 4
56374,Baltmedia
55,Decla Film Gesellschaft Holz & Co.
54699,Stormy Productions Inc.
36015,Narrow Edge Productions
59188,G4 Productions
30883,Cavídeo Produções
48530,Kinokater
47593,Tonylyn Productions Inc.
5401,Wasted Pictures
15378,Starlight Film
89756,Court 31 Productions
45086,Tilted Windmill Productions
52472,Kinodel
2267,First Choice Films
27066,Schaefer/Karpf Productions
13411,Hakuhodo Inc.
5281,Cofimage 12
57851,Farmhouse Film
4784,Terra-Filmkunst
90897,Act Iii
86358,Laurie International
14688,Alicia Produce
3176,Campfire Llc
4881,Rapid Heart Pictures
57661,Filmex
15125,Capital Equipment Leasing
5373,Ksm Film
56271,Iz Sobraniya Gosteleradio
8806,Cs2 Films
2076,Gloria-Film Gmbh
77798,"One Media, The"
55703,Wytwórnia Filmów Fabularnych (Wff) Wroclaw
49012,Universal Studios Sound Facilities
80026,Wilmor Entertainment
12210,The Ring (Uk)
87722,Czar Pictures
4144,Hammer The Movie
6527,Elsboy Entertainment
20321,Snakehair Productions
10173,Exodus Productions
13311,Sodec
40521,Watanabe Entertainment
42184,John Mccormick Productions
14528,Imaging
51845,Bad Badger
20991,Lainie Productions
82513,Uss Indianapolis Production
3827,Desert Skye Entertainment
2390,Les Films De La Colombe
14585,Leucadia Film Corporation
25818,Ministère De La Culture Et De La Communication
4719,Sotsu Agency
2885,Starz Animation
28447,B & C Filmproduktion
26776,Center For The Study Of Filmed History
721,Zenith Productions
4589,Tradewind Pictures
16079,Star Media
90611,24 Horses
4359,Paradigm Pictures
78306,Sp Entertainments
7861,Granada
34804,Locomotive Productions
47347,Mazel Productions
1938,Scholastic Productions
4179,Ans Production
12972,The Sabi Company
16313,Open Road Films (Ii)
22983,Mon Voisin Productions
29672,Dwango
35001,Defender Film Fund Ii
15578,Thai Occidental Productions
15302,Santa Cruz Productions Inc.
23932,Ugc Ph
4667,Bitters End
7342,Atípica Films
74412,Objektív Filmstúdió Vállalat
25563,Indie Dandy Productions
44435,"Century Motion Picture & Dist. Co., Ltd."
29648,Kalyana Shira Film
11250,Buckaroo Entertainment
15787,Strike Anywhere Productions
8573,Pantelion Film
21656,Verso Entertainment
6855,Granada International
47680,Bseenmedia
72693,Dago García Producciones
89989,Del Rey Films
12882,Pink Buffalo Films
60939,Kataskop Film
26420,Pilgrim Studios
993,Wildstreet Pictures
12045,Isabella Films B.V.
59463,Ferris & Brockman
22956,Deer Path Films
52138,Coproducción Usa-Islandia
6787,# Andrea Sperling Productions
18412,Magali Films
4544,Fox Network
42373,Daredevil Films
3572,Indion Entertainment Group
75277,Ast Studios
4734,Mha
18526,Producciones Yanco
13750,Peppertree Productions Inc.
29026,Cinecom Production
13796,Hong Kong Alpha Motion Pictures Co.
13895,Sodium Entertainment
4473,Spanish Fork Motion Picture
44548,St. Petersburg Documentary Film Studio
69952,Vb Pictures
19251,Collective Development
30601,Archer'S Mark
89445,Independent Film Centre
71751,J. Barry Kulick Production
95983,Martinelli Films
55576,Erre Cinematograsica S.R.L.
10771,Alexander-Stern Productions
61373,Bystander Films
70030,Penbar Productions
45439,Ipotesi Cinema
24996,Storm Entertainment
12001,Warner Bros. Entertainment France
86934,Marianna Films Oy
26402,Little Stranger
1201,Naked Lunch Productions
23525,Centre Street Productions
37683,Aquelarre Servicios Cinematograficos
17018,Casa De Filme 5
50965,Link Digital
1925,Tomorrow Entertainment Inc.
17748,Forward Films
29003,Bloodworks
14179,Creepshow Films Inc.
36059,Spectrum Media Entertainment
72742,Aeroplan Film
25686,Canada Council Media Arts
29238,Horsehead Pictures
20976,Such Good Productions
12621,Doosabu Film
8844,Artista Management
26775,Ministry Of Culture Of The Slovak Republic
18810,Viada Producciones
18870,Academy Productions
59620,Truque Produtora De Cinema
20734,Warner Bros. Feature Animation
13569,Shisso Production
33578,Galaxy Vision
4541,Raybert Productions
5856,Sci-Fi Channel
17692,Nafta
32520,George Reinhart Productions
83068,Les Enfants Terribles
7882,Radical Pictures
93530,Noel Pearson
15318,Executive Productions
33257,Fineworks
15326,Gruzia-Film
24093,Lab4 Productions
25828,Walker Worm Film
13195,Such Much Films
72677,Amazonas Images
39964,Pbs Home Video
814,Isabella Films Bv
3543,Ninth Configuration
75290,Artcam
1984,Government Of West Bengal
728,Kalkaska Productions
38297,Seraphim Films Inc.
80880,Inca Productions
79435,Mott Street Pictures
1475,Ugc Images
5049,Pixstar
53077,Wonderspun
15362,Velvet Films
12461,Bioware
57862,Endlight Entertainment
93870,Lighthouse Films
66255,"Astral Films, Australian Film Commission, The"
29650,Eloseppo
83441,Fuzzy Bunny Productions
28387,El Remanso
1461,Pressman-Williams
11525,Showtime Arabia
33674,Avenue Picture
27123,Cinémage 8
15808,Cinemalaya Foundation
8463,4321 Productions
37455,Legend3D
2048,Tv-60 Filmproduktion
41577,Felix Media
55571,Zipper Bros Films
34397,Origo Film Group
15822,Trancas International Films
23587,Screenland Pictures
90600,Deutsche Kinemathek Für Film Und Fernsehen
4668,Vap/Cave
10397,Alpine Pictures
85102,Rst Pictures
47349,Mr. Significant Films
4498,Arco Film
84421,National Mutual Australasia Ltd
2091,Hochschule Für Fernsehen Und Film München
40758,Sheen/Michaels Entertainment
9236,Bga
53599,Dark Art Films
5340,Left Bank Pictures
